"species","richness","LUI","feasible"
"Ran_rep","2","3",1
"Ran_rep","3","0.5",1
"Ran_rep","3","0.75",1
"Ran_rep","3","1",1
"Ran_rep","3","1.25",1
"Ran_rep","3","1.5",1
"Ran_rep","3","1.75",1
"Ran_rep","3","2",1
"Ran_rep","3","2.25",1
"Ran_rep","3","2.5",1
"Ran_rep","3","2.75",1
"Ran_rep","3","3",1
"Ran_rep","5","0.5",1
"Ran_rep","5","0.75",1
"Ran_rep","5","1",1
"Ran_rep","5","1.25",1
"Ran_rep","5","1.5",1
"Ran_rep","5","1.75",1
"Ran_rep","5","2",1
"Ran_rep","5","2.25",1
"Ran_rep","5","2.5",1
"Ran_rep","5","2.75",0
"Ran_rep","5","3",0
"Ran_rep","7","0.5",1
"Ran_rep","7","0.75",1
"Ran_rep","7","1",1
"Ran_rep","7","1.25",1
"Ran_rep","7","1.5",1
"Ran_rep","7","1.75",1
"Ran_rep","7","2",1
"Ran_rep","7","2.25",1
"Ran_rep","7","2.5",1
"Ran_rep","7","2.75",0
"Ran_rep","7","3",0
"Ran_rep","11","0.5",1
"Ran_rep","11","0.75",1
"Ran_rep","11","1",1
"Ran_rep","11","1.25",1
"Ran_rep","11","1.5",1
"Ran_rep","11","1.75",1
"Ran_rep","11","2",1
"Ran_rep","11","2.25",1
"Ran_rep","11","2.5",1
"Ran_rep","11","2.75",0
"Ran_rep","11","3",0
"Bro_ere","2","0.5",1
"Bro_ere","2","0.75",1
"Bro_ere","2","1",1
"Bro_ere","2","1.25",1
"Bro_ere","2","1.5",1
"Bro_ere","2","1.75",1
"Bro_ere","2","2",1
"Bro_ere","2","2.25",0
"Bro_ere","2","2.5",0
"Bro_ere","2","2.75",0
"Bro_ere","2","3",0
"Bro_ere","3","0.5",1
"Bro_ere","3","0.75",1
"Bro_ere","3","1",1
"Bro_ere","3","1.25",1
"Bro_ere","3","1.5",1
"Bro_ere","3","1.75",1
"Bro_ere","3","2",1
"Bro_ere","3","2.25",0
"Bro_ere","3","2.5",0
"Bro_ere","3","2.75",0
"Bro_ere","3","3",0
"Bro_ere","5","0.5",1
"Bro_ere","5","0.75",1
"Bro_ere","5","1",1
"Bro_ere","5","1.25",1
"Bro_ere","5","1.5",1
"Bro_ere","5","1.75",1
"Bro_ere","5","2",1
"Bro_ere","5","2.25",1
"Bro_ere","5","2.5",1
"Bro_ere","5","2.75",1
"Bro_ere","5","3",1
"Bro_ere","7","0.5",1
"Bro_ere","7","0.75",1
"Bro_ere","7","1",1
"Bro_ere","7","1.25",1
"Bro_ere","7","1.5",1
"Bro_ere","7","1.75",1
"Bro_ere","7","2",1
"Bro_ere","7","2.25",1
"Bro_ere","7","2.5",1
"Bro_ere","7","2.75",1
"Bro_ere","7","3",1
"Bro_ere","11","0.5",1
"Bro_ere","11","0.75",1
"Bro_ere","11","1",1
"Bro_ere","11","1.25",1
"Bro_ere","11","1.5",1
"Bro_ere","11","1.75",1
"Bro_ere","11","2",1
"Bro_ere","11","2.25",1
"Bro_ere","11","2.5",1
"Bro_ere","11","2.75",1
"Bro_ere","11","3",1
"Ran_acr","2","0.5",1
"Ran_acr","2","0.75",1
"Ran_acr","2","1",1
"Ran_acr","2","1.25",1
"Ran_acr","2","1.5",0
"Ran_acr","2","1.75",0
"Ran_acr","2","2",0
"Ran_acr","2","2.25",0
"Ran_acr","2","2.5",0
"Ran_acr","2","2.75",0
"Ran_acr","2","3",0
"Ran_acr","3","0.5",1
"Ran_acr","3","0.75",1
"Ran_acr","3","1",1
"Ran_acr","3","1.25",1
"Ran_acr","3","1.5",0
"Ran_acr","3","1.75",0
"Ran_acr","3","2",0
"Ran_acr","3","2.25",0
"Ran_acr","3","2.5",0
"Ran_acr","3","2.75",0
"Ran_acr","3","3",0
"Ran_acr","5","0.5",0
"Ran_acr","5","0.75",1
"Ran_acr","5","1",1
"Ran_acr","5","1.25",1
"Ran_acr","5","1.5",1
"Ran_acr","5","1.75",1
"Ran_acr","5","2",1
"Ran_acr","5","2.25",1
"Ran_acr","5","2.5",1
"Ran_acr","5","2.75",1
"Ran_acr","5","3",1
"Ran_acr","7","0.5",0
"Ran_acr","7","0.75",1
"Ran_acr","7","1",1
"Ran_acr","7","1.25",1
"Ran_acr","7","1.5",1
"Ran_acr","7","1.75",1
"Ran_acr","7","2",1
"Ran_acr","7","2.25",1
"Ran_acr","7","2.5",1
"Ran_acr","7","2.75",1
"Ran_acr","7","3",1
"Ran_acr","11","0.5",0
"Ran_acr","11","0.75",1
"Ran_acr","11","1",1
"Ran_acr","11","1.25",1
"Ran_acr","11","1.5",1
"Ran_acr","11","1.75",1
"Ran_acr","11","2",1
"Ran_acr","11","2.25",1
"Ran_acr","11","2.5",1
"Ran_acr","11","2.75",1
"Ran_acr","11","3",1
"Pla_lan","2","0.5",1
"Pla_lan","2","0.75",1
"Pla_lan","2","1",1
"Pla_lan","2","1.25",1
"Pla_lan","2","1.5",1
"Pla_lan","2","1.75",1
"Pla_lan","2","2",1
"Pla_lan","2","2.25",1
"Pla_lan","2","2.5",1
"Pla_lan","2","2.75",1
"Pla_lan","2","3",1
"Pla_lan","3","0.5",1
"Pla_lan","3","0.75",1
"Pla_lan","3","1",1
"Pla_lan","3","1.25",1
"Pla_lan","3","1.5",1
"Pla_lan","3","1.75",1
"Pla_lan","3","2",1
"Pla_lan","3","2.25",1
"Pla_lan","3","2.5",1
"Pla_lan","3","2.75",1
"Pla_lan","3","3",1
"Pla_lan","5","0.5",1
"Pla_lan","5","0.75",1
"Pla_lan","5","1",1
"Pla_lan","5","1.25",1
"Pla_lan","5","1.5",1
"Pla_lan","5","1.75",1
"Pla_lan","5","2",1
"Pla_lan","5","2.25",1
"Pla_lan","5","2.5",1
"Pla_lan","5","2.75",1
"Pla_lan","5","3",1
"Pla_lan","7","0.5",1
"Pla_lan","7","0.75",1
"Pla_lan","7","1",1
"Pla_lan","7","1.25",1
"Pla_lan","7","1.5",1
"Pla_lan","7","1.75",1
"Pla_lan","7","2",1
"Pla_lan","7","2.25",1
"Pla_lan","7","2.5",1
"Pla_lan","7","2.75",1
"Pla_lan","7","3",1
"Pla_lan","11","0.5",1
"Pla_lan","11","0.75",1
"Pla_lan","11","1",1
"Pla_lan","11","1.25",1
"Pla_lan","11","1.5",1
"Pla_lan","11","1.75",1
"Pla_lan","11","2",1
"Pla_lan","11","2.25",1
"Pla_lan","11","2.5",1
"Pla_lan","11","2.75",1
"Pla_lan","11","3",1
"Ach_mil","2","0.5",1
"Ach_mil","2","0.75",1
"Ach_mil","2","1",1
"Ach_mil","2","1.25",1
"Ach_mil","2","1.5",1
"Ach_mil","2","1.75",1
"Ach_mil","2","2",1
"Ach_mil","2","2.25",1
"Ach_mil","2","2.5",1
"Ach_mil","2","2.75",1
"Ach_mil","2","3",1
"Ach_mil","3","0.5",1
"Ach_mil","3","0.75",1
"Ach_mil","3","1",1
"Ach_mil","3","1.25",1
"Ach_mil","3","1.5",1
"Ach_mil","3","1.75",1
"Ach_mil","3","2",1
"Ach_mil","3","2.25",1
"Ach_mil","3","2.5",1
"Ach_mil","3","2.75",1
"Ach_mil","3","3",1
"Ach_mil","5","0.5",0
"Ach_mil","5","0.75",0
"Ach_mil","5","1",0
"Ach_mil","5","1.25",0
"Ach_mil","5","1.5",0
"Ach_mil","5","1.75",0
"Ach_mil","5","2",0
"Ach_mil","5","2.25",0
"Ach_mil","5","2.5",0
"Ach_mil","5","2.75",0
"Ach_mil","5","3",0
"Ach_mil","7","0.5",1
"Ach_mil","7","0.75",1
"Ach_mil","7","1",1
"Ach_mil","7","1.25",1
"Ach_mil","7","1.5",1
"Ach_mil","7","1.75",1
"Ach_mil","7","2",1
"Ach_mil","7","2.25",1
"Ach_mil","7","2.5",1
"Ach_mil","7","2.75",1
"Ach_mil","7","3",0
"Ach_mil","11","0.5",1
"Ach_mil","11","0.75",1
"Ach_mil","11","1",1
"Ach_mil","11","1.25",1
"Ach_mil","11","1.5",1
"Ach_mil","11","1.75",1
"Ach_mil","11","2",1
"Ach_mil","11","2.25",1
"Ach_mil","11","2.5",1
"Ach_mil","11","2.75",1
"Ach_mil","11","3",0
"Ant_syl","2","0.5",1
"Ant_syl","2","0.75",1
"Ant_syl","2","1",1
"Ant_syl","2","1.25",1
"Ant_syl","2","1.5",1
"Ant_syl","2","1.75",1
"Ant_syl","2","2",0
"Ant_syl","2","2.25",0
"Ant_syl","2","2.5",0
"Ant_syl","2","2.75",0
"Ant_syl","2","3",0
"Ant_syl","3","0.5",1
"Ant_syl","3","0.75",1
"Ant_syl","3","1",1
"Ant_syl","3","1.25",1
"Ant_syl","3","1.5",1
"Ant_syl","3","1.75",1
"Ant_syl","3","2",0
"Ant_syl","3","2.25",0
"Ant_syl","3","2.5",0
"Ant_syl","3","2.75",0
"Ant_syl","3","3",0
"Ant_syl","5","0.5",0
"Ant_syl","5","0.75",0
"Ant_syl","5","1",0
"Ant_syl","5","1.25",0
"Ant_syl","5","1.5",0
"Ant_syl","5","1.75",0
"Ant_syl","5","2",0
"Ant_syl","5","2.25",0
"Ant_syl","5","2.5",0
"Ant_syl","5","2.75",0
"Ant_syl","5","3",0
"Ant_syl","7","0.5",0
"Ant_syl","7","0.75",0
"Ant_syl","7","1",0
"Ant_syl","7","1.25",0
"Ant_syl","7","1.5",0
"Ant_syl","7","1.75",0
"Ant_syl","7","2",0
"Ant_syl","7","2.25",0
"Ant_syl","7","2.5",0
"Ant_syl","7","2.75",0
"Ant_syl","7","3",0
"Ant_syl","11","0.5",0
"Ant_syl","11","0.75",0
"Ant_syl","11","1",0
"Ant_syl","11","1.25",0
"Ant_syl","11","1.5",0
"Ant_syl","11","1.75",0
"Ant_syl","11","2",0
"Ant_syl","11","2.25",0
"Ant_syl","11","2.5",0
"Ant_syl","11","2.75",0
"Ant_syl","11","3",0
"Her_sph","2","0.5",1
"Her_sph","2","0.75",1
"Her_sph","2","1",1
"Her_sph","2","1.25",0
"Her_sph","2","1.5",0
"Her_sph","2","1.75",0
"Her_sph","2","2",0
"Her_sph","2","2.25",0
"Her_sph","2","2.5",0
"Her_sph","2","2.75",0
"Her_sph","2","3",0
"Her_sph","3","0.5",1
"Her_sph","3","0.75",1
"Her_sph","3","1",1
"Her_sph","3","1.25",0
"Her_sph","3","1.5",0
"Her_sph","3","1.75",0
"Her_sph","3","2",0
"Her_sph","3","2.25",0
"Her_sph","3","2.5",0
"Her_sph","3","2.75",0
"Her_sph","3","3",0
"Her_sph","5","0.5",1
"Her_sph","5","0.75",1
"Her_sph","5","1",1
"Her_sph","5","1.25",1
"Her_sph","5","1.5",1
"Her_sph","5","1.75",1
"Her_sph","5","2",1
"Her_sph","5","2.25",1
"Her_sph","5","2.5",1
"Her_sph","5","2.75",1
"Her_sph","5","3",1
"Her_sph","7","0.5",1
"Her_sph","7","0.75",1
"Her_sph","7","1",1
"Her_sph","7","1.25",1
"Her_sph","7","1.5",1
"Her_sph","7","1.75",1
"Her_sph","7","2",1
"Her_sph","7","2.25",1
"Her_sph","7","2.5",1
"Her_sph","7","2.75",1
"Her_sph","7","3",1
"Her_sph","11","0.5",1
"Her_sph","11","0.75",1
"Her_sph","11","1",1
"Her_sph","11","1.25",1
"Her_sph","11","1.5",1
"Her_sph","11","1.75",1
"Her_sph","11","2",1
"Her_sph","11","2.25",1
"Her_sph","11","2.5",1
"Her_sph","11","2.75",1
"Her_sph","11","3",1
"Hel_pub","2","0.5",1
"Hel_pub","2","0.75",1
"Hel_pub","2","1",1
"Hel_pub","2","1.25",1
"Hel_pub","2","1.5",1
"Hel_pub","2","1.75",1
"Hel_pub","2","2",1
"Hel_pub","2","2.25",0
"Hel_pub","2","2.5",0
"Hel_pub","2","2.75",0
"Hel_pub","2","3",0
"Hel_pub","3","0.5",1
"Hel_pub","3","0.75",1
"Hel_pub","3","1",1
"Hel_pub","3","1.25",1
"Hel_pub","3","1.5",1
"Hel_pub","3","1.75",1
"Hel_pub","3","2",1
"Hel_pub","3","2.25",0
"Hel_pub","3","2.5",0
"Hel_pub","3","2.75",0
"Hel_pub","3","3",0
"Hel_pub","5","0.5",1
"Hel_pub","5","0.75",1
"Hel_pub","5","1",1
"Hel_pub","5","1.25",1
"Hel_pub","5","1.5",1
"Hel_pub","5","1.75",1
"Hel_pub","5","2",0
"Hel_pub","5","2.25",0
"Hel_pub","5","2.5",0
"Hel_pub","5","2.75",0
"Hel_pub","5","3",0
"Hel_pub","7","0.5",1
"Hel_pub","7","0.75",1
"Hel_pub","7","1",1
"Hel_pub","7","1.25",1
"Hel_pub","7","1.5",1
"Hel_pub","7","1.75",1
"Hel_pub","7","2",0
"Hel_pub","7","2.25",0
"Hel_pub","7","2.5",0
"Hel_pub","7","2.75",0
"Hel_pub","7","3",0
"Hel_pub","11","0.5",0
"Hel_pub","11","0.75",1
"Hel_pub","11","1",1
"Hel_pub","11","1.25",1
"Hel_pub","11","1.5",1
"Hel_pub","11","1.75",1
"Hel_pub","11","2",0
"Hel_pub","11","2.25",0
"Hel_pub","11","2.5",0
"Hel_pub","11","2.75",0
"Hel_pub","11","3",0
"Dac_glo","2","0.5",0
"Dac_glo","2","0.75",1
"Dac_glo","2","1",1
"Dac_glo","2","1.25",1
"Dac_glo","2","1.5",1
"Dac_glo","2","1.75",1
"Dac_glo","2","2",1
"Dac_glo","2","2.25",1
"Dac_glo","2","2.5",1
"Dac_glo","2","2.75",1
"Dac_glo","2","3",1
"Dac_glo","3","0.5",0
"Dac_glo","3","0.75",1
"Dac_glo","3","1",1
"Dac_glo","3","1.25",1
"Dac_glo","3","1.5",1
"Dac_glo","3","1.75",1
"Dac_glo","3","2",1
"Dac_glo","3","2.25",1
"Dac_glo","3","2.5",1
"Dac_glo","3","2.75",1
"Dac_glo","3","3",1
"Dac_glo","5","0.5",1
"Dac_glo","5","0.75",1
"Dac_glo","5","1",1
"Dac_glo","5","1.25",1
"Dac_glo","5","1.5",1
"Dac_glo","5","1.75",1
"Dac_glo","5","2",1
"Dac_glo","5","2.25",0
"Dac_glo","5","2.5",0
"Dac_glo","5","2.75",0
"Dac_glo","5","3",0
"Dac_glo","7","0.5",1
"Dac_glo","7","0.75",1
"Dac_glo","7","1",1
"Dac_glo","7","1.25",1
"Dac_glo","7","1.5",1
"Dac_glo","7","1.75",1
"Dac_glo","7","2",1
"Dac_glo","7","2.25",0
"Dac_glo","7","2.5",0
"Dac_glo","7","2.75",0
"Dac_glo","7","3",0
"Dac_glo","11","0.5",1
"Dac_glo","11","0.75",1
"Dac_glo","11","1",1
"Dac_glo","11","1.25",1
"Dac_glo","11","1.5",1
"Dac_glo","11","1.75",1
"Dac_glo","11","2",1
"Dac_glo","11","2.25",0
"Dac_glo","11","2.5",0
"Dac_glo","11","2.75",0
"Dac_glo","11","3",0
"Fes_rub","2","0.5",0
"Fes_rub","2","0.75",1
"Fes_rub","2","1",1
"Fes_rub","2","1.25",1
"Fes_rub","2","1.5",1
"Fes_rub","2","1.75",1
"Fes_rub","2","2",1
"Fes_rub","2","2.25",1
"Fes_rub","2","2.5",1
"Fes_rub","2","2.75",1
"Fes_rub","2","3",1
"Fes_rub","3","0.5",0
"Fes_rub","3","0.75",1
"Fes_rub","3","1",1
"Fes_rub","3","1.25",1
"Fes_rub","3","1.5",1
"Fes_rub","3","1.75",1
"Fes_rub","3","2",1
"Fes_rub","3","2.25",1
"Fes_rub","3","2.5",1
"Fes_rub","3","2.75",1
"Fes_rub","3","3",1
"Fes_rub","5","0.5",1
"Fes_rub","5","0.75",1
"Fes_rub","5","1",1
"Fes_rub","5","1.25",1
"Fes_rub","5","1.5",1
"Fes_rub","5","1.75",1
"Fes_rub","5","2",1
"Fes_rub","5","2.25",1
"Fes_rub","5","2.5",1
"Fes_rub","5","2.75",1
"Fes_rub","5","3",1
"Fes_rub","7","0.5",1
"Fes_rub","7","0.75",1
"Fes_rub","7","1",1
"Fes_rub","7","1.25",1
"Fes_rub","7","1.5",1
"Fes_rub","7","1.75",1
"Fes_rub","7","2",1
"Fes_rub","7","2.25",1
"Fes_rub","7","2.5",1
"Fes_rub","7","2.75",1
"Fes_rub","7","3",1
"Fes_rub","11","0.5",1
"Fes_rub","11","0.75",1
"Fes_rub","11","1",1
"Fes_rub","11","1.25",1
"Fes_rub","11","1.5",1
"Fes_rub","11","1.75",1
"Fes_rub","11","2",1
"Fes_rub","11","2.25",1
"Fes_rub","11","2.5",1
"Fes_rub","11","2.75",1
"Fes_rub","11","3",1
"Bro_hor","2","0.5",0
"Bro_hor","2","0.75",1
"Bro_hor","2","1",1
"Bro_hor","2","1.25",1
"Bro_hor","2","1.5",1
"Bro_hor","2","1.75",1
"Bro_hor","2","2",1
"Bro_hor","2","2.25",1
"Bro_hor","2","2.5",1
"Bro_hor","2","2.75",1
"Bro_hor","2","3",1
"Bro_hor","3","0.5",0
"Bro_hor","3","0.75",1
"Bro_hor","3","1",1
"Bro_hor","3","1.25",1
"Bro_hor","3","1.5",1
"Bro_hor","3","1.75",1
"Bro_hor","3","2",1
"Bro_hor","3","2.25",1
"Bro_hor","3","2.5",1
"Bro_hor","3","2.75",1
"Bro_hor","3","3",1
"Bro_hor","5","0.5",1
"Bro_hor","5","0.75",1
"Bro_hor","5","1",1
"Bro_hor","5","1.25",1
"Bro_hor","5","1.5",1
"Bro_hor","5","1.75",1
"Bro_hor","5","2",1
"Bro_hor","5","2.25",1
"Bro_hor","5","2.5",1
"Bro_hor","5","2.75",1
"Bro_hor","5","3",1
"Bro_hor","7","0.5",1
"Bro_hor","7","0.75",1
"Bro_hor","7","1",1
"Bro_hor","7","1.25",1
"Bro_hor","7","1.5",1
"Bro_hor","7","1.75",1
"Bro_hor","7","2",1
"Bro_hor","7","2.25",1
"Bro_hor","7","2.5",1
"Bro_hor","7","2.75",1
"Bro_hor","7","3",1
"Bro_hor","11","0.5",1
"Bro_hor","11","0.75",1
"Bro_hor","11","1",1
"Bro_hor","11","1.25",1
"Bro_hor","11","1.5",1
"Bro_hor","11","1.75",1
"Bro_hor","11","2",1
"Bro_hor","11","2.25",1
"Bro_hor","11","2.5",1
"Bro_hor","11","2.75",1
"Bro_hor","11","3",1
"Poa_pra","2","0.5",0
"Poa_pra","2","0.75",0
"Poa_pra","2","1",1
"Poa_pra","2","1.25",1
"Poa_pra","2","1.5",1
"Poa_pra","2","1.75",1
"Poa_pra","2","2",1
"Poa_pra","2","2.25",1
"Poa_pra","2","2.5",1
"Poa_pra","2","2.75",1
"Poa_pra","2","3",1
"Poa_pra","3","0.5",0
"Poa_pra","3","0.75",0
"Poa_pra","3","1",1
"Poa_pra","3","1.25",1
"Poa_pra","3","1.5",1
"Poa_pra","3","1.75",1
"Poa_pra","3","2",1
"Poa_pra","3","2.25",1
"Poa_pra","3","2.5",1
"Poa_pra","3","2.75",1
"Poa_pra","3","3",1
"Poa_pra","5","0.5",0
"Poa_pra","5","0.75",1
"Poa_pra","5","1",1
"Poa_pra","5","1.25",1
"Poa_pra","5","1.5",1
"Poa_pra","5","1.75",1
"Poa_pra","5","2",1
"Poa_pra","5","2.25",1
"Poa_pra","5","2.5",1
"Poa_pra","5","2.75",1
"Poa_pra","5","3",1
"Poa_pra","7","0.5",0
"Poa_pra","7","0.75",1
"Poa_pra","7","1",1
"Poa_pra","7","1.25",1
"Poa_pra","7","1.5",1
"Poa_pra","7","1.75",1
"Poa_pra","7","2",1
"Poa_pra","7","2.25",1
"Poa_pra","7","2.5",1
"Poa_pra","7","2.75",1
"Poa_pra","7","3",1
"Poa_pra","11","0.5",0
"Poa_pra","11","0.75",1
"Poa_pra","11","1",1
"Poa_pra","11","1.25",1
"Poa_pra","11","1.5",1
"Poa_pra","11","1.75",1
"Poa_pra","11","2",1
"Poa_pra","11","2.25",1
"Poa_pra","11","2.5",1
"Poa_pra","11","2.75",1
"Poa_pra","11","3",1
"Tri_rep","2","0.5",0
"Tri_rep","2","0.75",0
"Tri_rep","2","1",1
"Tri_rep","2","1.25",1
"Tri_rep","2","1.5",1
"Tri_rep","2","1.75",1
"Tri_rep","2","2",1
"Tri_rep","2","2.25",1
"Tri_rep","2","2.5",1
"Tri_rep","2","2.75",1
"Tri_rep","2","3",1
"Tri_rep","3","0.5",0
"Tri_rep","3","0.75",0
"Tri_rep","3","1",1
"Tri_rep","3","1.25",1
"Tri_rep","3","1.5",1
"Tri_rep","3","1.75",1
"Tri_rep","3","2",1
"Tri_rep","3","2.25",1
"Tri_rep","3","2.5",1
"Tri_rep","3","2.75",1
"Tri_rep","3","3",1
"Tri_rep","5","0.5",0
"Tri_rep","5","0.75",0
"Tri_rep","5","1",1
"Tri_rep","5","1.25",1
"Tri_rep","5","1.5",1
